subject	rt	item_type	name	item	sentence	gender	response_type	response	slide_number_in_experiment	screenW	screenH	OS	Browser	language	enjoyment	gender	age	comments	asses	eDucation	time_in_minutes
19	14484	wohl	Sarah	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	0.46	5	1280	800	Linux	Chrome	Deutsch	2	Female	29		Yes	1	2.30445
19	14484	wohl	Sarah	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence2	5	1280	800	Linux	Chrome	Deutsch	2	Female	29		Yes	1	2.30445
19	15558	bare	Jens	abendessen	Das Abendessen ist fertig geworden.	M	speakerbelief	0.99	6	1280	800	Linux	Chrome	Deutsch	2	Female	29		Yes	1	2.30445
19	15558	bare	Jens	abendessen	Das Abendessen ist fertig geworden.	M	evidence	evidence1	6	1280	800	Linux	Chrome	Deutsch	2	Female	29		Yes	1	2.30445
20	66826	vermutlich	Paul	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	speakerbelief	0.48	3	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	66826	vermutlich	Paul	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	evidence	evidence4	3	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	40904	muss	Andreas	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.68	4	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	40904	muss	Andreas	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence4	4	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	51710	wohl	Diana	regen	Es hat wohl geregnet.	F	speakerbelief	0.67	5	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	51710	wohl	Diana	regen	Es hat wohl geregnet.	F	evidence	evidence1	5	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	32751	bare	Jessika	hund	Der Nachbarshund hat gebellt.	F	speakerbelief	0.96	6	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
20	32751	bare	Jessika	hund	Der Nachbarshund hat gebellt.	F	evidence	evidence1	6	1600	900	Windows	Mozilla	deutsch	2	Female	61		Yes	1	4.512533333
21	15741	vermutlich	Jakob	regen	Es hat vermutlich geregnet.	M	speakerbelief	0.71	3	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	15741	vermutlich	Jakob	regen	Es hat vermutlich geregnet.	M	evidence	evidence5	3	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	12454	muss	Jessika	hund	Der Nachbarshund muss gebellt haben.	F	speakerbelief	0.73	4	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	12454	muss	Jessika	hund	Der Nachbarshund muss gebellt haben.	F	evidence	evidence3	4	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	6823	bare	Rebecca	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.81	5	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	6823	bare	Rebecca	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence3	5	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	4984	wohl	Bettina	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.71	6	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
21	4984	wohl	Bettina	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence3	6	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2	1.072966667
22	44453	muss	Michelle	abendessen	Das Abendessen muss fertig geworden sein.	F	speakerbelief	0.98	3	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	44453	muss	Michelle	abendessen	Das Abendessen muss fertig geworden sein.	F	evidence	evidence3	3	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	24752	vermutlich	Linda	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.95	4	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	24752	vermutlich	Linda	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence3	4	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	25699	bare	Jonathan	regen	Es hat geregnet.	M	speakerbelief	0.99	5	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	25699	bare	Jonathan	regen	Es hat geregnet.	M	evidence	evidence1	5	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	27430	wohl	Christoph	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.83	6	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
22	27430	wohl	Christoph	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence2	6	1280	960	Windows	Firefox	deutsch	2	Female	55		Yes	1	2.704683333
23	85119	muss	Benjamin	hund	Der Nachbarshund muss gebellt haben.	M	speakerbelief	0.79	3	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	85119	muss	Benjamin	hund	Der Nachbarshund muss gebellt haben.	M	evidence	evidence2	3	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	61791	wohl	Kevin	abendessen	Das Abendessen ist wohl fertig geworden.	M	speakerbelief	0.99	4	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	61791	wohl	Kevin	abendessen	Das Abendessen ist wohl fertig geworden.	M	evidence	evidence1	4	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	45694	vermutlich	Jenny	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.83	5	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	45694	vermutlich	Jenny	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence5	5	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	52822	bare	Christoph	regen	Es hat geregnet.	M	speakerbelief	0.99	6	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
23	52822	bare	Christoph	regen	Es hat geregnet.	M	evidence	evidence2	6	1366	768	Windows	Chrome	Franz̦sisch	2	Female	40		Confused	2	5.656133333
24	41787	wohl	Bettina	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	0.51	3	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	41787	wohl	Bettina	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence4	3	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	16269	bare	Judith	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.99	4	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	16269	bare	Judith	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence1	4	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	11726	vermutlich	Julie	abendessen	Das Abendessen ist vermutlich fertig geworden.	F	speakerbelief	0.99	5	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	11726	vermutlich	Julie	abendessen	Das Abendessen ist vermutlich fertig geworden.	F	evidence	evidence1	5	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	24246	muss	Jenny	regen	Es muss geregnet haben.	F	speakerbelief	0.96	6	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
24	24246	muss	Jenny	regen	Es muss geregnet haben.	F	evidence	evidence2	6	1920	1080	Windows	Firefox	deutsch	2	Male	34		Yes	1	4.044233333
25	51689	vermutlich	Nico	hund	Der Nachbarshund hat vermutlich gebellt.	M	speakerbelief	0	3	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	51689	vermutlich	Nico	hund	Der Nachbarshund hat vermutlich gebellt.	M	evidence	evidence4	3	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	24359	muss	Jens	kaffee	Der Kaffee muss kalt geworden sein.	M	speakerbelief	0.86	4	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	24361	muss	Jens	kaffee	Der Kaffee muss kalt geworden sein.	M	evidence	evidence1	4	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	30819	wohl	Rebecca	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.84	5	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	30820	wohl	Rebecca	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence3	5	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	23600	bare	Kathrin	regen	Es hat geregnet.	F	speakerbelief	0.67	6	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
25	23600	bare	Kathrin	regen	Es hat geregnet.	F	evidence	evidence2	6	360	640	Linux	Chrome	Deutsch	2	Female	27		Confused	1	3.05335
26	43292	wohl	Emilia	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.73	3	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	43292	wohl	Emilia	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence4	3	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	28663	vermutlich	Susanne	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.69	4	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	28663	vermutlich	Susanne	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence3	4	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	29280	muss	Joseph	regen	Es muss geregnet haben.	M	speakerbelief	0.74	5	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	29280	muss	Joseph	regen	Es muss geregnet haben.	M	evidence	evidence3	5	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	23785	bare	Lisa	hund	Der Nachbarshund hat gebellt.	F	speakerbelief	0.99	6	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
26	23785	bare	Lisa	hund	Der Nachbarshund hat gebellt.	F	evidence	evidence2	6	1680	1050	Windows	Chrome	deutsch	2	Female	37		Yes	1	2.811716667
27	62093	wohl	Michael	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.5	3	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	62093	wohl	Michael	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence2	3	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	66230	vermutlich	Christina	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.49	4	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	66230	vermutlich	Christina	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence2	4	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	43094	bare	Lisa	abendessen	Das Abendessen ist fertig geworden.	F	speakerbelief	0.71	5	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	43094	bare	Lisa	abendessen	Das Abendessen ist fertig geworden.	F	evidence	evidence1	5	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	58125	muss	Katharina	regen	Es muss geregnet haben.	F	speakerbelief	0.49	6	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
27	58125	muss	Katharina	regen	Es muss geregnet haben.	F	evidence	evidence2	6	1536	864	Windows	Mozilla	deutsch	2	Male	59		Yes	2	6.030283333
28	44174	muss	Julie	kaffee	Der Kaffee muss kalt geworden sein.	F	speakerbelief	0.85	3	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	44174	muss	Julie	kaffee	Der Kaffee muss kalt geworden sein.	F	evidence	evidence1	3	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	27957	vermutlich	Patrick	hund	Der Nachbarshund hat vermutlich gebellt.	M	speakerbelief	0.55	4	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	27957	vermutlich	Patrick	hund	Der Nachbarshund hat vermutlich gebellt.	M	evidence	evidence2	4	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	29623	wohl	Robert	regen	Es hat wohl geregnet.	M	speakerbelief	0.41	5	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	29623	wohl	Robert	regen	Es hat wohl geregnet.	M	evidence	evidence5	5	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	24852	bare	Steffi	abendessen	Das Abendessen ist fertig geworden.	F	speakerbelief	0.61	6	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
28	24852	bare	Steffi	abendessen	Das Abendessen ist fertig geworden.	F	evidence	evidence1	6	1366	768	Mac	Safari	Deutsch	1	Male	28		Yes	1	2.852133333
29	78446	wohl	Robert	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.7	3	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	78446	wohl	Robert	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence3	3	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	78206	muss	Caroline	regen	Es muss geregnet haben.	F	speakerbelief	0.87	4	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	78206	muss	Caroline	regen	Es muss geregnet haben.	F	evidence	evidence2	4	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	59479	vermutlich	Laura	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.57	5	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	59479	vermutlich	Laura	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence3	5	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	40297	bare	Melissa	abendessen	Das Abendessen ist fertig geworden.	F	speakerbelief	0.99	6	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
29	40297	bare	Melissa	abendessen	Das Abendessen ist fertig geworden.	F	evidence	evidence1	6	1280	1024	Windows	Firefox	deutsch	1	Female	36		Confused	2	5.316666667
30	30366	vermutlich	Robert	regen	Es hat vermutlich geregnet.	M	speakerbelief	0.78	3	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	30366	vermutlich	Robert	regen	Es hat vermutlich geregnet.	M	evidence	evidence2	3	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	24448	bare	Maria	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.99	4	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	24448	bare	Maria	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence3	4	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	31215	wohl	Mario	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.19	5	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	31215	wohl	Mario	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence5	5	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	25935	muss	Thomas	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.16	6	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
30	25935	muss	Thomas	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence4	6	1920	1080	Windows	Chrome	deutsch	2	Male	54		Yes	1	2.559983333
31	46105	wohl	Christoph	abendessen	Das Abendessen ist wohl fertig geworden.	M	speakerbelief	0.73	3	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	46105	wohl	Christoph	abendessen	Das Abendessen ist wohl fertig geworden.	M	evidence	evidence4	3	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	28198	bare	Linda	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.01	4	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	28198	bare	Linda	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence1	4	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	21961	muss	Daniel	regen	Es muss geregnet haben.	M	speakerbelief	0.92	5	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	21961	muss	Daniel	regen	Es muss geregnet haben.	M	evidence	evidence3	5	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	31263	vermutlich	Karina	hund	Der Nachbarshund hat vermutlich gebellt.	F	speakerbelief	0.34	6	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
31	31263	vermutlich	Karina	hund	Der Nachbarshund hat vermutlich gebellt.	F	evidence	evidence3	6	1366	768	Windows	Firefox	deutsch	2	Female	41		Yes	1	2.984483333
32	32862	bare	Nico	kaffee	Der Kaffee ist kalt geworden.	M	speakerbelief	0.99	3	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	32862	bare	Nico	kaffee	Der Kaffee ist kalt geworden.	M	evidence	evidence4	3	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	28007	vermutlich	David	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	speakerbelief	0.54	4	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	28007	vermutlich	David	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	evidence	evidence4	4	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	24281	muss	Angela	regen	Es muss geregnet haben.	F	speakerbelief	0.55	5	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	24281	muss	Angela	regen	Es muss geregnet haben.	F	evidence	evidence3	5	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	28071	wohl	Christoph	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.56	6	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
32	28071	wohl	Christoph	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence2	6	768	1024	an unknown OS	Safari	deutsch 	0	Female	35		Yes	1	2.837716667
33	68913	wohl	Jakob	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.95	3	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	68913	wohl	Jakob	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence2	3	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	58076	bare	Jessika	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.97	4	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	58076	bare	Jessika	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence3	4	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	41833	vermutlich	Sandra	regen	Es hat vermutlich geregnet.	F	speakerbelief	0.98	5	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	41833	vermutlich	Sandra	regen	Es hat vermutlich geregnet.	F	evidence	evidence1	5	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	43867	muss	Paul	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.96	6	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
33	43867	muss	Paul	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence4	6	1440	900	Windows	Chrome	deutsch	2	Female	47		No	2	4.619133333
34	22729	vermutlich	Karina	hund	Der Nachbarshund hat vermutlich gebellt.	F	speakerbelief	0.62	3	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	22729	vermutlich	Karina	hund	Der Nachbarshund hat vermutlich gebellt.	F	evidence	evidence4	3	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	14431	bare	Nico	regen	Es hat geregnet.	M	speakerbelief	0.83	4	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	14431	bare	Nico	regen	Es hat geregnet.	M	evidence	evidence2	4	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	14927	muss	Judith	abendessen	Das Abendessen muss fertig geworden sein.	F	speakerbelief	0.67	5	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	14927	muss	Judith	abendessen	Das Abendessen muss fertig geworden sein.	F	evidence	evidence4	5	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	10440	wohl	Michael	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	0.53	6	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
34	10440	wohl	Michael	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence3	6	1360	768	Windows	Firefox	Deutsch	1	Female	21		Yes	1	1.524366667
35	59589	muss	Michelle	kaffee	Der Kaffee muss kalt geworden sein.	F	speakerbelief	0.49	3	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	59589	muss	Michelle	kaffee	Der Kaffee muss kalt geworden sein.	F	evidence	evidence3	3	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	37214	wohl	Nicole	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.67	4	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	37214	wohl	Nicole	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence4	4	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	37974	bare	Alex	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	0.98	5	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	37974	bare	Alex	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence2	5	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	45256	vermutlich	Jonathan	regen	Es hat vermutlich geregnet.	M	speakerbelief	0.49	6	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
35	45256	vermutlich	Jonathan	regen	Es hat vermutlich geregnet.	M	evidence	evidence3	6	1920	1200	Windows	Firefox	deutsch	2	Female	28	Mich w�_rde das Ergebnis sehr interessieren bzw. was mit der Fragestellung gezielt gefragt wurde	Confused	2	4.485333333
36	77241	vermutlich	Kathrin	regen	Es hat vermutlich geregnet.	F	speakerbelief	0.99	3	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	77241	vermutlich	Kathrin	regen	Es hat vermutlich geregnet.	F	evidence	evidence5	3	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	39473	muss	Karina	abendessen	Das Abendessen muss fertig geworden sein.	F	speakerbelief	0.99	4	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	39473	muss	Karina	abendessen	Das Abendessen muss fertig geworden sein.	F	evidence	evidence4	4	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	39642	bare	Michael	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	0.98	5	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	39642	bare	Michael	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence2	5	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	460114	wohl	Mario	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	0.72	6	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
36	460114	wohl	Mario	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence3	6	1280	1024	Windows	Chrome	deutsch	2	Male	34		Yes	1	11.12353333
37	49491	vermutlich	Sarah	regen	Es hat vermutlich geregnet.	F	speakerbelief	0.83	3	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	49491	vermutlich	Sarah	regen	Es hat vermutlich geregnet.	F	evidence	evidence3	3	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	34854	bare	Jenny	hund	Der Nachbarshund hat gebellt.	F	speakerbelief	0.99	4	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	34854	bare	Jenny	hund	Der Nachbarshund hat gebellt.	F	evidence	evidence1	4	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	33226	muss	Eva	kaffee	Der Kaffee muss kalt geworden sein.	F	speakerbelief	0.92	5	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	33226	muss	Eva	kaffee	Der Kaffee muss kalt geworden sein.	F	evidence	evidence2	5	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	29011	wohl	Maria	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.82	6	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
37	29011	wohl	Maria	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence4	6	1920	1080	Windows	Firefox	deutsch	2	Male	54		Yes	1	3.206366667
38	13878	vermutlich	Laura	hund	Der Nachbarshund hat vermutlich gebellt.	F	speakerbelief	0.88	3	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
38	13878	vermutlich	Laura	hund	Der Nachbarshund hat vermutlich gebellt.	F	evidence	evidence2	3	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
38	16105	muss	Michael	regen	Es muss geregnet haben.	M	speakerbelief	0.9	4	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
38	16105	muss	Michael	regen	Es muss geregnet haben.	M	evidence	evidence2	4	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
38	19648	bare	Georg	abendessen	Das Abendessen ist fertig geworden.	M	speakerbelief	1	5	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
