subject	rt	item_type	name	item	sentence	gender	response_type	response	slide_number_in_experiment	screenW	screenH	OS	Browser	language	enjoyment	gender	age	comments	asses	eDucation	time_in_minutes
38	19648	bare	Georg	abendessen	Das Abendessen ist fertig geworden.	M	evidence	evidence1	5	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
38	15895	wohl	Mario	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	0.72	6	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
38	15895	wohl	Mario	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence4	6	1920	1080	Windows	Mozilla	Deutsch	2	Male	32		Yes	2	1.415216667
39	65425	wohl	Erik	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.29	3	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	65425	wohl	Erik	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence5	3	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	23345	vermutlich	Susanne	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.91	4	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	23345	vermutlich	Susanne	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence3	4	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	22671	bare	Andreas	abendessen	Das Abendessen ist fertig geworden.	M	speakerbelief	0.98	5	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	22671	bare	Andreas	abendessen	Das Abendessen ist fertig geworden.	M	evidence	evidence1	5	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	19535	muss	Diana	regen	Es muss geregnet haben.	F	speakerbelief	0.68	6	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
39	19535	muss	Diana	regen	Es muss geregnet haben.	F	evidence	evidence3	6	1920	1080	Windows	Firefox	deutsch	1	Female	40	Bei vielen Fragen waren mehrere Antworten (Vermutungen) m̦glich	Confused	2	3.359366667
40	49015	wohl	Christian	hund	Der Nachbarshund hat wohl gebellt.	M	speakerbelief	0.56	3	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	49015	wohl	Christian	hund	Der Nachbarshund hat wohl gebellt.	M	evidence	evidence1	3	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	24657	vermutlich	Daniel	regen	Es hat vermutlich geregnet.	M	speakerbelief	0.47	4	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	24657	vermutlich	Daniel	regen	Es hat vermutlich geregnet.	M	evidence	evidence2	4	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	15023	muss	Dennis	kaffee	Der Kaffee muss kalt geworden sein.	M	speakerbelief	0.75	5	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	15024	muss	Dennis	kaffee	Der Kaffee muss kalt geworden sein.	M	evidence	evidence3	5	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	18481	bare	Steffi	abendessen	Das Abendessen ist fertig geworden.	F	speakerbelief	1	6	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
40	18481	bare	Steffi	abendessen	Das Abendessen ist fertig geworden.	F	evidence	evidence4	6	1920	1080	Windows	Firefox	Deustch	2	Male	36		Yes	2	2.5772
41	52643	wohl	Andreas	abendessen	Das Abendessen ist wohl fertig geworden.	M	speakerbelief	0.48	3	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	52643	wohl	Andreas	abendessen	Das Abendessen ist wohl fertig geworden.	M	evidence	evidence4	3	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	34395	bare	Christina	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.97	4	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	34395	bare	Christina	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence1	4	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	46853	muss	Michelle	regen	Es muss geregnet haben.	F	speakerbelief	0.78	5	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	46853	muss	Michelle	regen	Es muss geregnet haben.	F	evidence	evidence3	5	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	45415	vermutlich	Helena	hund	Der Nachbarshund hat vermutlich gebellt.	F	speakerbelief	0.64	6	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
41	45415	vermutlich	Helena	hund	Der Nachbarshund hat vermutlich gebellt.	F	evidence	evidence3	6	1366	768	Windows	Chrome	deutsch	2	Male	51		Yes	1	3.867966667
42	39005	bare	David	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	1	3	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	39005	bare	David	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence2	3	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	34383	muss	Melanie	regen	Es muss geregnet haben.	F	speakerbelief	0.73	4	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	34383	muss	Melanie	regen	Es muss geregnet haben.	F	evidence	evidence2	4	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	42876	wohl	Benjamin	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	1	5	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	42876	wohl	Benjamin	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence3	5	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	38512	vermutlich	Daniel	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	speakerbelief	0.6	6	1600	1200	Windows	Mozilla		-1					-1	3.04765
42	38512	vermutlich	Daniel	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	evidence	evidence4	6	1600	1200	Windows	Mozilla		-1					-1	3.04765
43	40359	wohl	Sarah	regen	Es hat wohl geregnet.	F	speakerbelief	0.96	3	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	40359	wohl	Sarah	regen	Es hat wohl geregnet.	F	evidence	evidence2	3	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	20854	muss	Kim	hund	Der Nachbarshund muss gebellt haben.	F	speakerbelief	0.57	4	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	20854	muss	Kim	hund	Der Nachbarshund muss gebellt haben.	F	evidence	evidence2	4	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	20055	vermutlich	Nico	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	speakerbelief	0.69	5	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	20055	vermutlich	Nico	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	evidence	evidence4	5	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	15936	bare	Frank	kaffee	Der Kaffee ist kalt geworden.	M	speakerbelief	0.87	6	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
43	15936	bare	Frank	kaffee	Der Kaffee ist kalt geworden.	M	evidence	evidence1	6	1600	900	Windows	Chrome	Deutsch	2	Female	29		Yes	1	2.075383333
44	36731	wohl	Steffi	kaffee	Der Kaffee ist wohl kalt geworden.	F	speakerbelief	0.98	3	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	36731	wohl	Steffi	kaffee	Der Kaffee ist wohl kalt geworden.	F	evidence	evidence3	3	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	29259	vermutlich	Judith	regen	Es hat vermutlich geregnet.	F	speakerbelief	0.73	4	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	29259	vermutlich	Judith	regen	Es hat vermutlich geregnet.	F	evidence	evidence5	4	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	15479	muss	Benjamin	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.7	5	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	15479	muss	Benjamin	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence4	5	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	19833	bare	Samuel	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	1	6	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
44	19833	bare	Samuel	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence2	6	1920	1080	Mac	Safari	Deutsch	2	Male	28		Yes	2	2.38015
45	32078	wohl	Anna	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.47	3	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	32078	wohl	Anna	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence4	3	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	31600	muss	Sarah	kaffee	Der Kaffee muss kalt geworden sein.	F	speakerbelief	1	4	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	31600	muss	Sarah	kaffee	Der Kaffee muss kalt geworden sein.	F	evidence	evidence3	4	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	28019	bare	Cynthia	regen	Es hat geregnet.	F	speakerbelief	0.99	5	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	28019	bare	Cynthia	regen	Es hat geregnet.	F	evidence	evidence1	5	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	20913	vermutlich	Robert	hund	Der Nachbarshund hat vermutlich gebellt.	M	speakerbelief	0.35	6	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
45	20913	vermutlich	Robert	hund	Der Nachbarshund hat vermutlich gebellt.	M	evidence	evidence2	6	1360	768	Windows	Chrome	deutsch	2	Male	23		Yes	0	2.19255
46	9527	bare	Bettina	regen	Es hat geregnet.	F	speakerbelief	1	3	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9527	bare	Bettina	regen	Es hat geregnet.	F	evidence	evidence2	3	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9967	wohl	Caroline	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	0.5	4	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9967	wohl	Caroline	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence2	4	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9560	vermutlich	Linda	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.49	5	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9560	vermutlich	Linda	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence4	5	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9144	muss	Robert	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.48	6	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
46	9144	muss	Robert	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence4	6	1280	1024	Windows	Chrome	deutsch	2	Female	28		Yes	1	0.929016667
47	28123	vermutlich	Nico	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	speakerbelief	0.93	3	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	28123	vermutlich	Nico	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	evidence	evidence2	3	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	21020	muss	Jessika	hund	Der Nachbarshund muss gebellt haben.	F	speakerbelief	0.96	4	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	21020	muss	Jessika	hund	Der Nachbarshund muss gebellt haben.	F	evidence	evidence2	4	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	19391	wohl	Jens	abendessen	Das Abendessen ist wohl fertig geworden.	M	speakerbelief	0.93	5	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	19392	wohl	Jens	abendessen	Das Abendessen ist wohl fertig geworden.	M	evidence	evidence3	5	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	31918	bare	Georg	regen	Es hat geregnet.	M	speakerbelief	1	6	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
47	31918	bare	Georg	regen	Es hat geregnet.	M	evidence	evidence2	6	1366	768	Windows	Firefox	deutsch	1	Male	26		Yes	2	2.119666667
48	57343	bare	Michael	abendessen	Das Abendessen ist fertig geworden.	M	speakerbelief	0.99	3	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	57343	bare	Michael	abendessen	Das Abendessen ist fertig geworden.	M	evidence	evidence2	3	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	65651	muss	Judith	hund	Der Nachbarshund muss gebellt haben.	F	speakerbelief	0.75	4	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	65651	muss	Judith	hund	Der Nachbarshund muss gebellt haben.	F	evidence	evidence3	4	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	47450	wohl	Sandra	regen	Es hat wohl geregnet.	F	speakerbelief	0.8	5	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	47450	wohl	Sandra	regen	Es hat wohl geregnet.	F	evidence	evidence3	5	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	42734	vermutlich	Rebecca	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.55	6	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
48	42734	vermutlich	Rebecca	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence3	6	1477	831	Windows	Mozilla	deutsch	2	Female	36	"etwas verwirrend, aber ganz interessant. Mich wundert vor allem die Formulierung: ""Sie sind in einem fensterlosen Raum."""	Yes	2	5.436266667
49	56067	muss	Bettina	kaffee	Der Kaffee muss kalt geworden sein.	F	speakerbelief	1	3	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	56067	muss	Bettina	kaffee	Der Kaffee muss kalt geworden sein.	F	evidence	evidence3	3	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	35660	wohl	Nicole	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	0.99	4	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	35660	wohl	Nicole	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence2	4	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	26794	vermutlich	Rebecca	abendessen	Das Abendessen ist vermutlich fertig geworden.	F	speakerbelief	0.47	5	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	26794	vermutlich	Rebecca	abendessen	Das Abendessen ist vermutlich fertig geworden.	F	evidence	evidence3	5	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	26867	bare	Erik	regen	Es hat geregnet.	M	speakerbelief	0.99	6	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
49	26867	bare	Erik	regen	Es hat geregnet.	M	evidence	evidence2	6	1280	1024	Windows	Chrome	deutsch	2	Male	52		Yes	1	3.062866667
50	49963	wohl	Emilia	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	0.79	3	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	49963	wohl	Emilia	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence3	3	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	33101	vermutlich	Georg	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	speakerbelief	0.62	4	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	33101	vermutlich	Georg	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	evidence	evidence3	4	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	24959	muss	Thomas	regen	Es muss geregnet haben.	M	speakerbelief	0.88	5	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	24959	muss	Thomas	regen	Es muss geregnet haben.	M	evidence	evidence3	5	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	17871	bare	Christian	abendessen	Das Abendessen ist fertig geworden.	M	speakerbelief	0.99	6	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
50	17871	bare	Christian	abendessen	Das Abendessen ist fertig geworden.	M	evidence	evidence1	6	1920	1080	Windows	Firefox	deutsch	2	Male	47		Yes	2	2.609333333
51	91517	wohl	Eva	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	1	3	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	91518	wohl	Eva	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence5	3	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	76350	vermutlich	Robert	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	speakerbelief	1	4	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	76350	vermutlich	Robert	kaffee	Der Kaffee ist vermutlich kalt geworden.	M	evidence	evidence3	4	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	63418	bare	Andreas	regen	Es hat geregnet.	M	speakerbelief	1	5	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	63418	bare	Andreas	regen	Es hat geregnet.	M	evidence	evidence2	5	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	84106	muss	Christian	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.48	6	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
51	84106	muss	Christian	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence3	6	1366	768	Windows	Firefox	deutsch	2	Male	72		Yes	-1	6.191133333
52	39647	wohl	Christian	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	0.66	3	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	39647	wohl	Christian	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence2	3	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	10675	vermutlich	Diana	regen	Es hat vermutlich geregnet.	F	speakerbelief	0.47	4	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	10675	vermutlich	Diana	regen	Es hat vermutlich geregnet.	F	evidence	evidence3	4	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	16036	bare	Jakob	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	0.96	5	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	16036	bare	Jakob	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence2	5	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	20076	muss	Daniel	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.51	6	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
52	20076	muss	Daniel	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence3	6	1366	768	Windows	Firefox	deutsch	2	Female	29		Yes	2	2.36535
53	39912	bare	Karina	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.93	3	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	39912	bare	Karina	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence3	3	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	14747	wohl	Thomas	regen	Es hat wohl geregnet.	M	speakerbelief	0.97	4	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	14747	wohl	Thomas	regen	Es hat wohl geregnet.	M	evidence	evidence2	4	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	17766	muss	Michael	hund	Der Nachbarshund muss gebellt haben.	M	speakerbelief	0.92	5	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	17766	muss	Michael	hund	Der Nachbarshund muss gebellt haben.	M	evidence	evidence2	5	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	25585	vermutlich	Daniel	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	speakerbelief	0.29	6	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
53	25585	vermutlich	Daniel	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	evidence	evidence3	6	320	568	iPhone/iPod	Safari	Deutsch 	2	Male	26		Confused	3	2.324766667
54	24046	bare	Anna	hund	Der Nachbarshund hat gebellt.	F	speakerbelief	0.87	3	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	24046	bare	Anna	hund	Der Nachbarshund hat gebellt.	F	evidence	evidence5	3	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	18983	vermutlich	Patrick	regen	Es hat vermutlich geregnet.	M	speakerbelief	0.14	4	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	18983	vermutlich	Patrick	regen	Es hat vermutlich geregnet.	M	evidence	evidence2	4	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	14128	muss	Karina	abendessen	Das Abendessen muss fertig geworden sein.	F	speakerbelief	0.18	5	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	14128	muss	Karina	abendessen	Das Abendessen muss fertig geworden sein.	F	evidence	evidence3	5	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	8921	wohl	David	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	0.36	6	1280	1024	Windows	Firefox		-1					-1	1.265083333
54	8921	wohl	David	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence3	6	1280	1024	Windows	Firefox		-1					-1	1.265083333
55	68292	muss	David	regen	Es muss geregnet haben.	M	speakerbelief	0.87	3	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	68292	muss	David	regen	Es muss geregnet haben.	M	evidence	evidence2	3	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	27829	bare	Anna	hund	Der Nachbarshund hat gebellt.	F	speakerbelief	0.91	4	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	27829	bare	Anna	hund	Der Nachbarshund hat gebellt.	F	evidence	evidence2	4	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	44667	vermutlich	Nico	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	speakerbelief	0.69	5	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	44667	vermutlich	Nico	abendessen	Das Abendessen ist vermutlich fertig geworden.	M	evidence	evidence4	5	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	29039	wohl	Benjamin	kaffee	Der Kaffee ist wohl kalt geworden.	M	speakerbelief	0.77	6	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
55	29039	wohl	Benjamin	kaffee	Der Kaffee ist wohl kalt geworden.	M	evidence	evidence2	6	320	568	iPhone/iPod	Safari	Deutsch	2	Female	51		Yes	1	3.974816667
56	13749	vermutlich	Christina	regen	Es hat vermutlich geregnet.	F	speakerbelief	0.46	3	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	13749	vermutlich	Christina	regen	Es hat vermutlich geregnet.	F	evidence	evidence2	3	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	10988	muss	Thomas	kaffee	Der Kaffee muss kalt geworden sein.	M	speakerbelief	0.51	4	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	10989	muss	Thomas	kaffee	Der Kaffee muss kalt geworden sein.	M	evidence	evidence2	4	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	16830	wohl	Melissa	hund	Der Nachbarshund hat wohl gebellt.	F	speakerbelief	0.44	5	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	16830	wohl	Melissa	hund	Der Nachbarshund hat wohl gebellt.	F	evidence	evidence3	5	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	21659	bare	Nicole	abendessen	Das Abendessen ist fertig geworden.	F	speakerbelief	0.93	6	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
56	21659	bare	Nicole	abendessen	Das Abendessen ist fertig geworden.	F	evidence	evidence2	6	1366	768	Windows	Chrome	deutsch	2	Male	35		Yes	2	3.526016667
57	46788	bare	Andreas	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	0.96	3	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
57	46788	bare	Andreas	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence3	3	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
57	20252	muss	Lisa	regen	Es muss geregnet haben.	F	speakerbelief	0.98	4	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
57	20252	muss	Lisa	regen	Es muss geregnet haben.	F	evidence	evidence1	4	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
57	34321	vermutlich	Katharina	abendessen	Das Abendessen ist vermutlich fertig geworden.	F	speakerbelief	0.96	5	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
